url,Type,,,,,,,
https://github.com/Zinoex/bayne,Experiment,,,,,,,
https://github.com/AntonDemchenko/voiceprint_maker,Experiment,,,,,,,
https://github.com/jkelley7/PythonDataScienceHandbook,Book Sample code,,,,,,,
https://github.com/astroshot/magicPy,Experiment,,,,,,,
https://github.com/PeterSzakacs/convnet_euso,Experiment,,,,,,,
https://github.com/13jk59/Machine-Learning-From-Scratch,Experiment,,,,,,,
https://github.com/craigmassie/MLWebAPIs,Toolbox,,,,,,,
https://github.com/tubamuzzaffar/g,Experiment,,,,,,,
https://github.com/TCNJ-ECE-IMPL/tensorflow_utilities,Experiment,,,,,,,
https://github.com/ciandt-d1/tf_image_classification,Experiment,,,,,,,
https://github.com/Ramneantu/deepfake-detection,Experiment,,,,,,,
https://github.com/Lkxz/categorical-kernels,Experiment,,,,,,,
https://github.com/NeuroDataDesign/the-ents,Experiment,,,,,,,
https://github.com/frahncky/ML,Sample code collection,,,,,,,
https://github.com/nuistchen/ember,Opensource dataset,,,,,,,
https://github.com/Blauyourmind/cnbc_webspider,Experiment,,,,,,,
https://github.com/sudhanshu2k/Custome-Object-Detection,Experiment,,,,,,,
https://github.com/yaoyajing61/yaoyajing61,Experiment,,,,,,,
https://github.com/maik97/peak-shaver,Experiment,,,,,,,
